data	sample	method_instance	memory_mb	runtime_s	method	n_cell	n_gene	technology	runtime(min)	memory(GB)	ARI
770	libd_dlpfc	Br5292_151508	SEDR/config_3	1190.86	58.3559	SEDR	4384	33538	Visium	0.9725983333333333	1.1908599999999998	0.250136
771	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	SEDR/config_3	1999.64	95.2096	SEDR	3798	36601	Visium	1.5868266666666666	1.99964	0.393673
772	visium_chicken_heart	sample_D4	SEDR/config_3	584.45	14.4007	SEDR	747	24356	Visium	0.24001166666666668	0.58445	0.0135461
773	visium_chicken_heart	sample_D14	SEDR/config_3	825.16	33.0545	SEDR	1967	24356	Visium	0.5509083333333333	0.82516	0.185566
774	visium_chicken_heart	sample_D7	SEDR/config_3	626.02	47.4148	SEDR	1966	24356	Visium	0.7902466666666667	0.62602	0.408823
775	visium_chicken_heart	sample_D10	SEDR/config_3	857.13	56.7959	SEDR	1916	24356	Visium	0.9465983333333334	0.85713	0.403368
776	STARmap_plus	well09	SEDR/config_3	46256.34	817.7011	SEDR	50603	1022	Starmap+	13.628351666666667	46.256339999999994	0.438989
777	STARmap_plus	well01brain	SEDR/config_3	19282.97	406.8694	SEDR	29623	1022	Starmap+	6.781156666666666	19.282970000000002	0.656741
778	STARmap_plus	well05	SEDR/config_3	31243.15	579.5946	SEDR	46184	1022	Starmap+	9.65991	31.24315	0.126188
779	STARmap_plus	well03	SEDR/config_3	20792.54	537.9884	SEDR	36954	1022	Starmap+	8.966473333333333	20.792540000000002	0.603576
780	STARmap_plus	well08	SEDR/config_3	34467.39	792.4793	SEDR	48306	1022	Starmap+	13.207988333333333	34.46739	0.60714
781	STARmap_plus	well07	SEDR/config_3	31406.88	529.9301	SEDR	45268	1022	Starmap+	8.832168333333334	31.40688	0.598204
782	STARmap_plus	well06	SEDR/config_3	76507.75	983.8126	SEDR	58117	1022	Starmap+	16.396876666666667	76.50775	0.296222
783	STARmap_plus	well11	SEDR/config_3	34856.66	515.5315	SEDR	43341	1022	Starmap+	8.592191666666668	34.856660000000005	0.520052
784	STARmap_plus	well10	SEDR/config_3	61284.36	881.1805	SEDR	63343	1022	Starmap+	14.686341666666667	61.28436	0.386892
785	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	SEDR/config_3	177894.55	1642.8841	SEDR	90145	500	MERFISH	27.381401666666665	177.89454999999998	0.603749
786	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	SEDR/config_3	272405.54	3217.394	SEDR	115779	500	MERFISH	53.62323333333333	272.40554	0.339886
787	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	SEDR/config_3	229900.28	3169.1761	SEDR	112169	500	MERFISH	52.81960166666667	229.90028	0.388228
788	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	SEDR/config_3	206023.07	2628.6551	SEDR	104572	500	MERFISH	43.81091833333333	206.02307000000002	0.361562
789	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	SEDR/config_3	325662.79	3355.5204	SEDR	120186	500	MERFISH	55.92534	325.66279	0.360867
790	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	SEDR/config_3	181809.86	1941.2221	SEDR	99806	500	MERFISH	32.353701666666666	181.80986	0.434384
791	xenium-mouse-brain-SergioSalas	region_main	SEDR/config_3	343079.55	4368.1105	SEDR	142991	248	Xenium	72.80184166666666	343.07955	0.333733
792	libd_dlpfc	Br8100_151674	SEDR/config_4	1131.01	41.4551	SEDR	3673	33538	Visium	0.6909183333333334	1.13101	0.288283
798	libd_dlpfc	Br5292_151509	SEDR/config_4	1376.95	61.7517	SEDR	4789	33538	Visium	1.029195	1.3769500000000001	0.319171
799	libd_dlpfc	Br5292_151510	SEDR/config_4	1300.07	31.0529	SEDR	4634	33538	Visium	0.5175483333333334	1.3000699999999998	0.430653
800	libd_dlpfc	Br8100_151676	SEDR/config_4	1074.89	54.3017	SEDR	3460	33538	Visium	0.9050283333333333	1.0748900000000001	0.187368
801	libd_dlpfc	Br8100_151673	SEDR/config_4	998.89	35.2731	SEDR	3639	33538	Visium	0.587885	0.99889	0.274256
802	libd_dlpfc	Br5595_151669	SEDR/config_4	1086.05	29.0083	SEDR	3661	33538	Visium	0.48347166666666663	1.08605	0.690642
803	libd_dlpfc	Br5292_151508	SEDR/config_4	1147.63	96.8479	SEDR	4384	33538	Visium	1.6141316666666665	1.1476300000000001	0.201766
804	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	SEDR/config_4	608.73	38.1644	SEDR	3798	36601	Visium	0.6360733333333334	0.60873	0.442137
805	visium_chicken_heart	sample_D4	SEDR/config_4	605.84	12.8311	SEDR	747	24356	Visium	0.21385166666666666	0.60584	0.436863
806	visium_chicken_heart	sample_D14	SEDR/config_4	874.91	51.6323	SEDR	1967	24356	Visium	0.8605383333333333	0.87491	0.234482
807	visium_chicken_heart	sample_D7	SEDR/config_4	892.74	20.3116	SEDR	1966	24356	Visium	0.33852666666666664	0.89274	0.332236
808	visium_chicken_heart	sample_D10	SEDR/config_4	865.67	17.9782	SEDR	1916	24356	Visium	0.29963666666666666	0.8656699999999999	0.51495
809	STARmap_plus	well09	SEDR/config_4	39470.25	456.2076	SEDR	50603	1022	Starmap+	7.60346	39.47025	0.409343
810	STARmap_plus	well01brain	SEDR/config_4	13461.47	252.6686	SEDR	29623	1022	Starmap+	4.211143333333333	13.461469999999998	0.0103887
811	STARmap_plus	well05	SEDR/config_4	32524.7	504.9587	SEDR	46184	1022	Starmap+	8.415978333333333	32.5247	0.167748
812	STARmap_plus	well03	SEDR/config_4	22317.09	375.5364	SEDR	36954	1022	Starmap+	6.25894	22.31709	0.398791
813	STARmap_plus	well08	SEDR/config_4	37051.96	400.5191	SEDR	48306	1022	Starmap+	6.675318333333333	37.05196	0.423195
814	STARmap_plus	well07	SEDR/config_4	33974.7	462.6358	SEDR	45268	1022	Starmap+	7.7105966666666665	33.9747	0.536789
815	STARmap_plus	well06	SEDR/config_4	75105.88	552.6675	SEDR	58117	1022	Starmap+	9.211125000000001	75.10588	0.628609
816	STARmap_plus	well11	SEDR/config_4	28408.84	430.8849	SEDR	43341	1022	Starmap+	7.181415	28.40884	0.20241
817	STARmap_plus	well10	SEDR/config_4	66103.71	627.3349	SEDR	63343	1022	Starmap+	10.455581666666665	66.10371	0.613027
818	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	SEDR/config_4	153755.41	1594.1583	SEDR	90145	500	MERFISH	26.569305	153.75541	0.60829
819	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	SEDR/config_4	208038.67	2753.6636	SEDR	115779	500	MERFISH	45.89439333333333	208.03867000000002	0.657566
820	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	SEDR/config_4	267540.41	2446.8528	SEDR	112169	500	MERFISH	40.78088	267.54040999999995	0.293908
821	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	SEDR/config_4	215921.35	2164.0684	SEDR	104572	500	MERFISH	36.06780666666667	215.92135000000002	0.52364
822	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	SEDR/config_4	302567.96	2760.6691	SEDR	120186	500	MERFISH	46.01115166666667	302.56796	0.386198
823	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	SEDR/config_4	176372.54	1700.3254	SEDR	99806	500	MERFISH	28.338756666666665	176.37254000000001	0.618793
824	xenium-mouse-brain-SergioSalas	region_main	SEDR/config_4	324481.3	2610.3205	SEDR	142991	248	Xenium	43.505341666666666	324.4813	0.383139
825	libd_dlpfc	Br8100_151674	SEDR/config_5	826.94	50.8816	SEDR	3673	33538	Visium	0.8480266666666666	0.82694	0.406954
826	libd_dlpfc	Br5292_151507	SEDR/config_5	1223.16	41.7015	SEDR	4226	33538	Visium	0.695025	1.22316	0.339618
827	libd_dlpfc	Br5595_151672	SEDR/config_5	1210.04	38.3865	SEDR	4015	33538	Visium	0.639775	1.21004	0.325239
828	libd_dlpfc	Br8100_151675	SEDR/config_5	1101.45	34.7215	SEDR	3592	33538	Visium	0.5786916666666666	1.10145	0.429373
829	libd_dlpfc	Br5595_151670	SEDR/config_5	1061.77	38.0273	SEDR	3498	33538	Visium	0.6337883333333333	1.0617699999999999	0.364932
830	libd_dlpfc	Br5595_151671	SEDR/config_5	1211.94	41.1749	SEDR	4110	33538	Visium	0.6862483333333333	1.21194	0.405777
836	libd_dlpfc	Br5292_151508	SEDR/config_5	1331.0	42.2011	SEDR	4384	33538	Visium	0.7033516666666666	1.331	0.284348
837	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	SEDR/config_5	617.82	38.9928	SEDR	3798	36601	Visium	0.64988	0.61782	0.382358
838	visium_chicken_heart	sample_D4	SEDR/config_5	567.64	13.4325	SEDR	747	24356	Visium	0.223875	0.56764	0.144785
839	visium_chicken_heart	sample_D14	SEDR/config_5	825.5	22.7508	SEDR	1967	24356	Visium	0.37918	0.8255	0.258848
840	visium_chicken_heart	sample_D7	SEDR/config_5	872.08	18.9945	SEDR	1966	24356	Visium	0.316575	0.8720800000000001	0.523874
841	visium_chicken_heart	sample_D10	SEDR/config_5	825.05	24.0455	SEDR	1916	24356	Visium	0.4007583333333333	0.82505	0.106928
842	STARmap_plus	well09	SEDR/config_5	57170.76	651.3757	SEDR	50603	1022	Starmap+	10.856261666666667	57.17076	0.316949
843	STARmap_plus	well01brain	SEDR/config_5	14475.57	294.6193	SEDR	29623	1022	Starmap+	4.9103216666666665	14.47557	0.313104
844	STARmap_plus	well05	SEDR/config_5	32427.81	889.3928	SEDR	46184	1022	Starmap+	14.823213333333333	32.42781	0.237347
845	STARmap_plus	well03	SEDR/config_5	20831.01	380.3861	SEDR	36954	1022	Starmap+	6.339768333333334	20.83101	0.275247
846	STARmap_plus	well08	SEDR/config_5	35947.86	447.9449	SEDR	48306	1022	Starmap+	7.465748333333334	35.94786	0.265437
847	STARmap_plus	well07	SEDR/config_5	37313.82	549.2272	SEDR	45268	1022	Starmap+	9.153786666666667	37.31382	0.252079
848	STARmap_plus	well06	SEDR/config_5	74456.68	817.802	SEDR	58117	1022	Starmap+	13.630033333333333	74.45667999999999	0.0497036
849	STARmap_plus	well11	SEDR/config_5	28458.17	472.513	SEDR	43341	1022	Starmap+	7.875216666666666	28.45817	0.248544
850	STARmap_plus	well10	SEDR/config_5	88965.39	709.9484	SEDR	63343	1022	Starmap+	11.832473333333333	88.96539	0.414726
851	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	SEDR/config_5	153672.39	1419.9994	SEDR	90145	500	MERFISH	23.666656666666665	153.67239	0.338259
852	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	SEDR/config_5	217625.49	2125.2668	SEDR	115779	500	MERFISH	35.42111333333333	217.62548999999999	0.445392
853	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	SEDR/config_5	259733.09	1896.4204	SEDR	112169	500	MERFISH	31.607006666666667	259.73309	0.546086
854	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	SEDR/config_5	219049.33	2167.7325	SEDR	104572	500	MERFISH	36.128875	219.04933	0.170558
855	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	SEDR/config_5	288116.01	2784.115	SEDR	120186	500	MERFISH	46.401916666666665	288.11601	0.671736
856	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	SEDR/config_5	184920.88	1606.007	SEDR	99806	500	MERFISH	26.766783333333333	184.92088	0.416189
857	xenium-mouse-brain-SergioSalas	region_main	SEDR/config_5	325683.39	2707.7374	SEDR	142991	248	Xenium	45.12895666666667	325.68339000000003	0.34009
858	libd_dlpfc	Br8100_151674	SEDR/config_6	1180.62	37.5002	SEDR	3673	33538	Visium	0.6250033333333334	1.1806199999999998	0.597235
859	libd_dlpfc	Br5292_151507	SEDR/config_6	1177.21	34.6653	SEDR	4226	33538	Visium	0.577755	1.17721	0.640391
860	libd_dlpfc	Br5595_151672	SEDR/config_6	822.48	109.7154	SEDR	4015	33538	Visium	1.82859	0.82248	0.632984
861	libd_dlpfc	Br8100_151675	SEDR/config_6	1063.6	53.7268	SEDR	3592	33538	Visium	0.8954466666666666	1.0635999999999999	0.494141
862	libd_dlpfc	Br5595_151670	SEDR/config_6	709.92	79.0752	SEDR	3498	33538	Visium	1.31792	0.70992	0.293529
863	libd_dlpfc	Br5595_151671	SEDR/config_6	1242.3	39.5461	SEDR	4110	33538	Visium	0.6591016666666667	1.2423	0.306669
864	libd_dlpfc	Br5292_151509	SEDR/config_6	1374.72	41.4372	SEDR	4789	33538	Visium	0.6906199999999999	1.37472	0.274047
865	libd_dlpfc	Br5292_151510	SEDR/config_6	1333.6	31.3399	SEDR	4634	33538	Visium	0.5223316666666666	1.3336	0.294354
866	libd_dlpfc	Br8100_151676	SEDR/config_6	1020.15	37.4543	SEDR	3460	33538	Visium	0.6242383333333333	1.02015	0.30947
867	libd_dlpfc	Br8100_151673	SEDR/config_6	1103.16	43.5056	SEDR	3639	33538	Visium	0.7250933333333334	1.1031600000000001	0.278875
868	libd_dlpfc	Br5595_151669	SEDR/config_6	1092.31	35.087	SEDR	3661	33538	Visium	0.5847833333333334	1.09231	0.356735
874	visium_chicken_heart	sample_D10	SEDR/config_6	826.71	22.6133	SEDR	1916	24356	Visium	0.3768883333333333	0.8267100000000001	0.281203
875	STARmap_plus	well09	SEDR/config_6	20945.32	522.161	SEDR	50603	1022	Starmap+	8.702683333333333	20.94532	0.374103
876	STARmap_plus	well01brain	SEDR/config_6	11530.02	320.4093	SEDR	29623	1022	Starmap+	5.340154999999999	11.53002	0.12587
877	STARmap_plus	well05	SEDR/config_6	31776.22	563.1343	SEDR	46184	1022	Starmap+	9.385571666666667	31.776220000000002	0.224865
878	STARmap_plus	well03	SEDR/config_6	21326.83	417.319	SEDR	36954	1022	Starmap+	6.955316666666667	21.32683	0.352537
879	STARmap_plus	well08	SEDR/config_6	35411.35	473.5798	SEDR	48306	1022	Starmap+	7.892996666666666	35.41135	0.263882
880	STARmap_plus	well07	SEDR/config_6	30845.57	607.1889	SEDR	45268	1022	Starmap+	10.119815	30.84557	0.351544
881	STARmap_plus	well06	SEDR/config_6	51425.71	586.449	SEDR	58117	1022	Starmap+	9.774149999999999	51.42571	0.324297
882	STARmap_plus	well11	SEDR/config_6	28335.7	471.9989	SEDR	43341	1022	Starmap+	7.866648333333333	28.3357	0.244149
883	STARmap_plus	well10	SEDR/config_6	81934.86	879.6962	SEDR	63343	1022	Starmap+	14.661603333333334	81.93486	0.241249
884	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	SEDR/config_6	176291.21	1727.7506	SEDR	90145	500	MERFISH	28.795843333333334	176.29120999999998	0.330528
885	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	SEDR/config_6	218154.26	2688.5321	SEDR	115779	500	MERFISH	44.80886833333333	218.15426000000002	0.330036
886	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	SEDR/config_6	256677.15	2401.6855	SEDR	112169	500	MERFISH	40.02809166666667	256.67715	0.0122975
887	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	SEDR/config_6	193381.35	1748.3147	SEDR	104572	500	MERFISH	29.13857833333333	193.38135	0.326325
888	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	SEDR/config_6	296550.35	2242.6349	SEDR	120186	500	MERFISH	37.377248333333334	296.55035	0.343388
889	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	SEDR/config_6	175411.89	2065.5144	SEDR	99806	500	MERFISH	34.42524	175.41189000000003	0.398404
890	xenium-mouse-brain-SergioSalas	region_main	SEDR/config_6	305445.76	2723.4032	SEDR	142991	248	Xenium	45.390053333333334	305.44576	0.456533
891	libd_dlpfc	Br8100_151674	STAGATE/config_1	1080.1	84.2356	STAGATE	3673	33538	Visium	1.4039266666666668	1.0800999999999998	0.65987
892	libd_dlpfc	Br5292_151507	STAGATE/config_1	1381.86	134.6809	STAGATE	4226	33538	Visium	2.2446816666666667	1.3818599999999999	0.131651
893	libd_dlpfc	Br5595_151672	STAGATE/config_1	1378.04	115.5705	STAGATE	4015	33538	Visium	1.926175	1.37804	0.573346
894	libd_dlpfc	Br8100_151675	STAGATE/config_1	1329.96	128.2627	STAGATE	3592	33538	Visium	2.1377116666666667	1.32996	0.504619
895	libd_dlpfc	Br5595_151670	STAGATE/config_1	1196.62	127.8046	STAGATE	3498	33538	Visium	2.1300766666666666	1.1966199999999998	0.64925
896	libd_dlpfc	Br5595_151671	STAGATE/config_1	1395.27	117.2146	STAGATE	4110	33538	Visium	1.9535766666666667	1.39527	0.508087
897	libd_dlpfc	Br5292_151509	STAGATE/config_1	1382.39	113.0481	STAGATE	4789	33538	Visium	1.8841350000000001	1.38239	0.522133
898	libd_dlpfc	Br5292_151510	STAGATE/config_1	1447.59	127.5652	STAGATE	4634	33538	Visium	2.1260866666666667	1.44759	0.540183
899	libd_dlpfc	Br8100_151676	STAGATE/config_1	1269.07	181.9095	STAGATE	3460	33538	Visium	3.031825	1.26907	0.664946
900	libd_dlpfc	Br8100_151673	STAGATE/config_1	1206.55	145.3646	STAGATE	3639	33538	Visium	2.4227433333333335	1.20655	0.363974
901	libd_dlpfc	Br5595_151669	STAGATE/config_1	1269.87	95.6965	STAGATE	3661	33538	Visium	1.5949416666666667	1.2698699999999998	0.280266
902	libd_dlpfc	Br5292_151508	STAGATE/config_1	1389.74	122.1155	STAGATE	4384	33538	Visium	2.035258333333333	1.38974	0.321311
903	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	STAGATE/config_1	1532.81	130.672	STAGATE	3798	36601	Visium	2.1778666666666666	1.53281	0.32184
904	visium_chicken_heart	sample_D4	STAGATE/config_1	526.44	69.9037	STAGATE	747	24356	Visium	1.1650616666666667	0.52644	0.397809
905	visium_chicken_heart	sample_D14	STAGATE/config_1	1240.07	58.7773	STAGATE	1967	24356	Visium	0.9796216666666666	1.24007	0.32249
906	visium_chicken_heart	sample_D7	STAGATE/config_1	1123.71	71.2905	STAGATE	1966	24356	Visium	1.188175	1.12371	0.360225
912	STARmap_plus	well08	STAGATE/config_1	4558.23	517.2372	STAGATE	48306	1022	Starmap+	8.62062	4.55823	0.312364
913	STARmap_plus	well07	STAGATE/config_1	3959.91	552.4643	STAGATE	45268	1022	Starmap+	9.207738333333333	3.95991	0.384949
914	STARmap_plus	well06	STAGATE/config_1	4180.34	734.2027	STAGATE	58117	1022	Starmap+	12.236711666666668	4.18034	0.147444
915	STARmap_plus	well11	STAGATE/config_1	2849.58	514.3448	STAGATE	43341	1022	Starmap+	8.572413333333333	2.84958	0.242035
916	STARmap_plus	well10	STAGATE/config_1	6164.16	917.8638	STAGATE	63343	1022	Starmap+	15.29773	6.16416	0.634767
917	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	STAGATE/config_1	81025.64	8102.8702	STAGATE	90145	500	MERFISH	135.04783666666668	81.02564	0.313731
918	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	STAGATE/config_1	130737.75	17371.8856	STAGATE	115779	500	MERFISH	289.5314266666667	130.73775	0.360452
919	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	STAGATE/config_1	128319.31	18064.5842	STAGATE	112169	500	MERFISH	301.07640333333336	128.31931	0.385112
920	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	STAGATE/config_1	108698.05	14314.4188	STAGATE	104572	500	MERFISH	238.57364666666666	108.69805000000001	0.219345
921	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	STAGATE/config_1	94917.02	15493.7567	STAGATE	120186	500	MERFISH	258.22927833333335	94.91702000000001	0.322336
922	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	STAGATE/config_1	104018.18	14053.3965	STAGATE	99806	500	MERFISH	234.223275	104.01817999999999	0.333504
923	xenium-mouse-brain-SergioSalas	region_main	STAGATE/config_1	201629.83	12789.2556	STAGATE	142991	248	Xenium	213.15426	201.62983	0.360957
924	libd_dlpfc	Br8100_151674	STAGATE/config_10	1260.78	96.2939	STAGATE	3673	33538	Visium	1.6048983333333333	1.26078	0.0171467
925	libd_dlpfc	Br5292_151507	STAGATE/config_10	1435.32	110.6225	STAGATE	4226	33538	Visium	1.8437083333333333	1.43532	0.182499
926	libd_dlpfc	Br5595_151672	STAGATE/config_10	1432.73	111.524	STAGATE	4015	33538	Visium	1.8587333333333333	1.43273	0.409076
927	libd_dlpfc	Br8100_151675	STAGATE/config_10	1225.51	104.2381	STAGATE	3592	33538	Visium	1.7373016666666667	1.22551	0.372463
928	libd_dlpfc	Br5595_151670	STAGATE/config_10	1134.75	99.0818	STAGATE	3498	33538	Visium	1.6513633333333333	1.13475	0.541304
929	libd_dlpfc	Br5595_151671	STAGATE/config_10	1155.48	117.2995	STAGATE	4110	33538	Visium	1.9549916666666667	1.15548	0.649761
930	libd_dlpfc	Br5292_151509	STAGATE/config_10	1471.82	128.4617	STAGATE	4789	33538	Visium	2.1410283333333333	1.47182	0.134273
931	libd_dlpfc	Br5292_151510	STAGATE/config_10	1496.41	132.5124	STAGATE	4634	33538	Visium	2.20854	1.49641	0.252217
932	libd_dlpfc	Br8100_151676	STAGATE/config_10	1415.25	99.3185	STAGATE	3460	33538	Visium	1.6553083333333334	1.41525	0.539254
933	libd_dlpfc	Br8100_151673	STAGATE/config_10	1313.75	114.2154	STAGATE	3639	33538	Visium	1.9035900000000001	1.31375	0.665186
934	libd_dlpfc	Br5595_151669	STAGATE/config_10	1260.7	113.0274	STAGATE	3661	33538	Visium	1.88379	1.2607000000000002	0.52258
935	libd_dlpfc	Br5292_151508	STAGATE/config_10	1439.39	124.5457	STAGATE	4384	33538	Visium	2.0757616666666667	1.4393900000000002	0.409934
936	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	STAGATE/config_10	1679.77	127.2734	STAGATE	3798	36601	Visium	2.1212233333333335	1.67977	0.554447
937	visium_chicken_heart	sample_D4	STAGATE/config_10	1064.86	26.6323	STAGATE	747	24356	Visium	0.44387166666666666	1.06486	0.630346
938	visium_chicken_heart	sample_D14	STAGATE/config_10	1335.01	63.9623	STAGATE	1967	24356	Visium	1.0660383333333334	1.33501	0.397406
939	visium_chicken_heart	sample_D7	STAGATE/config_10	1287.71	61.4613	STAGATE	1966	24356	Visium	1.0243550000000001	1.2877100000000001	0.301181
940	visium_chicken_heart	sample_D10	STAGATE/config_10	1394.14	84.087	STAGATE	1916	24356	Visium	1.40145	1.3941400000000002	0.301516
941	STARmap_plus	well09	STAGATE/config_10	5195.09	729.4273	STAGATE	50603	1022	Starmap+	12.157121666666665	5.19509	0.331193
942	STARmap_plus	well01brain	STAGATE/config_10	2786.28	415.5832	STAGATE	29623	1022	Starmap+	6.926386666666667	2.78628	0.434057
943	STARmap_plus	well05	STAGATE/config_10	4669.88	669.7258	STAGATE	46184	1022	Starmap+	11.162096666666667	4.66988	0.373033
944	STARmap_plus	well03	STAGATE/config_10	3520.88	544.4442	STAGATE	36954	1022	Starmap+	9.07407	3.52088	0.300349
950	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	STAGATE/config_10	8344.67	1562.5932	STAGATE	90145	500	MERFISH	26.04322	8.34467	0.470608
951	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	STAGATE/config_10	10470.31	1608.3129	STAGATE	115779	500	MERFISH	26.805214999999997	10.47031	0.5243
952	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	STAGATE/config_10	10092.62	1487.1785	STAGATE	112169	500	MERFISH	24.786308333333334	10.09262	0.535999
953	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	STAGATE/config_10	9498.84	1808.447	STAGATE	104572	500	MERFISH	30.14078333333333	9.49884	0.606835
954	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	STAGATE/config_10	10553.32	2052.3778	STAGATE	120186	500	MERFISH	34.20629666666667	10.55332	0.471786
955	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	STAGATE/config_10	9088.21	1587.9734	STAGATE	99806	500	MERFISH	26.466223333333335	9.088209999999998	0.598257
956	xenium-mouse-brain-SergioSalas	region_main	STAGATE/config_10	13142.35	1705.6694	STAGATE	142991	248	Xenium	28.427823333333333	13.14235	0.395648
957	libd_dlpfc	Br8100_151674	STAGATE/config_11	1402.14	134.3716	STAGATE	3673	33538	Visium	2.239526666666667	1.4021400000000002	0.49777
958	libd_dlpfc	Br5292_151507	STAGATE/config_11	1432.2	101.624	STAGATE	4226	33538	Visium	1.6937333333333333	1.4322000000000001	0.42872
959	libd_dlpfc	Br5595_151672	STAGATE/config_11	1579.79	170.0689	STAGATE	4015	33538	Visium	2.834481666666667	1.57979	0.602763
960	libd_dlpfc	Br8100_151675	STAGATE/config_11	1350.96	91.5476	STAGATE	3592	33538	Visium	1.5257933333333333	1.35096	0.378741
961	libd_dlpfc	Br5595_151670	STAGATE/config_11	1271.31	151.594	STAGATE	3498	33538	Visium	2.5265666666666666	1.27131	0.495861
962	libd_dlpfc	Br5595_151671	STAGATE/config_11	1431.73	127.7642	STAGATE	4110	33538	Visium	2.1294033333333333	1.43173	0.188343
963	libd_dlpfc	Br5292_151509	STAGATE/config_11	1713.39	141.5563	STAGATE	4789	33538	Visium	2.3592716666666664	1.7133900000000002	0.529941
964	libd_dlpfc	Br5292_151510	STAGATE/config_11	1371.05	135.9535	STAGATE	4634	33538	Visium	2.2658916666666666	1.3710499999999999	0.647543
965	libd_dlpfc	Br8100_151676	STAGATE/config_11	1347.55	114.5585	STAGATE	3460	33538	Visium	1.9093083333333332	1.34755	0.468727
966	libd_dlpfc	Br8100_151673	STAGATE/config_11	1417.14	115.9407	STAGATE	3639	33538	Visium	1.9323450000000002	1.41714	0.598889
967	libd_dlpfc	Br5595_151669	STAGATE/config_11	1495.82	119.0263	STAGATE	3661	33538	Visium	1.9837716666666667	1.49582	0.490695
968	libd_dlpfc	Br5292_151508	STAGATE/config_11	1327.73	115.6624	STAGATE	4384	33538	Visium	1.9277066666666667	1.32773	0.182086
969	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	STAGATE/config_11	1828.31	145.4771	STAGATE	3798	36601	Visium	2.4246183333333335	1.8283099999999999	0.569262
970	visium_chicken_heart	sample_D4	STAGATE/config_11	1207.38	35.0292	STAGATE	747	24356	Visium	0.58382	1.2073800000000001	0.472812
971	visium_chicken_heart	sample_D14	STAGATE/config_11	1404.57	56.5396	STAGATE	1967	24356	Visium	0.9423266666666666	1.4045699999999999	0.257859
972	visium_chicken_heart	sample_D7	STAGATE/config_11	1325.94	53.3946	STAGATE	1966	24356	Visium	0.88991	1.3259400000000001	0.528861
973	visium_chicken_heart	sample_D10	STAGATE/config_11	1435.46	53.7331	STAGATE	1916	24356	Visium	0.8955516666666666	1.43546	0.670491
974	STARmap_plus	well09	STAGATE/config_11	6832.41	866.9255	STAGATE	50603	1022	Starmap+	14.448758333333334	6.832409999999999	0.399145
975	STARmap_plus	well01brain	STAGATE/config_11	4340.58	499.3673	STAGATE	29623	1022	Starmap+	8.322788333333333	4.34058	0.447608
976	STARmap_plus	well05	STAGATE/config_11	5672.09	639.207	STAGATE	46184	1022	Starmap+	10.65345	5.67209	0.264264
977	STARmap_plus	well03	STAGATE/config_11	5160.97	673.4357	STAGATE	36954	1022	Starmap+	11.223928333333333	5.16097	0.26012
978	STARmap_plus	well08	STAGATE/config_11	6514.61	824.42	STAGATE	48306	1022	Starmap+	13.740333333333332	6.514609999999999	0.292792
979	STARmap_plus	well07	STAGATE/config_11	6175.79	807.7938	STAGATE	45268	1022	Starmap+	13.463230000000001	6.17579	0.27941
980	STARmap_plus	well06	STAGATE/config_11	7904.54	978.3262	STAGATE	58117	1022	Starmap+	16.305436666666665	7.90454	0.311396
981	STARmap_plus	well11	STAGATE/config_11	5924.01	599.273	STAGATE	43341	1022	Starmap+	9.987883333333334	5.92401	0.259936
