data	sample	method_instance	memory_mb	runtime_s	method	n_cell	n_gene	technology	runtime(min)	memory(GB)	ARI
691	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	SEDR_1	192770.91	2038.2579	SEDR	99806	500	MERFISH	33.970965	192.77091000000001	0.439896
692	xenium-mouse-brain-SergioSalas	region_main	SEDR_1	317993.57	4570.4719	SEDR	142991	248	Xenium	76.17453166666665	317.99357000000003	0.391107
693	libd_dlpfc	Br8100_151674	SEDR_2	1178.59	31.1134	SEDR	3673	33538	Visium	0.5185566666666667	1.17859	0.500701
694	libd_dlpfc	Br5292_151507	SEDR_2	2055.2	38.3577	SEDR	4226	33538	Visium	0.6392950000000001	2.0551999999999997	0.461076
695	libd_dlpfc	Br5595_151672	SEDR_2	1129.75	59.6942	SEDR	4015	33538	Visium	0.9949033333333334	1.12975	0.492181
696	libd_dlpfc	Br8100_151675	SEDR_2	1130.89	44.5338	SEDR	3592	33538	Visium	0.74223	1.1308900000000002	0.217811
697	libd_dlpfc	Br5595_151670	SEDR_2	1297.09	36.3646	SEDR	3498	33538	Visium	0.6060766666666667	1.2970899999999999	0.333607
698	libd_dlpfc	Br5595_151671	SEDR_2	1653.77	27.9858	SEDR	4110	33538	Visium	0.46643	1.65377	0.48804
699	libd_dlpfc	Br5292_151509	SEDR_2	2284.47	44.6705	SEDR	4789	33538	Visium	0.7445083333333333	2.28447	0.370499
700	libd_dlpfc	Br5292_151510	SEDR_2	1788.62	41.4368	SEDR	4634	33538	Visium	0.6906133333333333	1.7886199999999999	0.400658
722	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	SEDR_2	188360.52	2207.541	SEDR	104572	500	MERFISH	36.792350000000006	188.36051999999998	0.26629
723	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	SEDR_2	227490.06	2322.0397	SEDR	120186	500	MERFISH	38.70066166666666	227.49006	0.407718
724	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	SEDR_2	147306.06	2209.5796	SEDR	99806	500	MERFISH	36.82632666666667	147.30606	0.147535
725	xenium-mouse-brain-SergioSalas	region_main	SEDR_2	347092.82	3440.6608	SEDR	142991	248	Xenium	57.34434666666667	347.09282	0.290304
726	libd_dlpfc	Br8100_151674	SEDR_default	2001.72	45.5211	SEDR	3673	33538	Visium	0.7586849999999999	2.00172	0.349404
727	libd_dlpfc	Br5292_151507	SEDR_default	1288.16	49.5027	SEDR	4226	33538	Visium	0.8250449999999999	1.28816	0.0858887
728	libd_dlpfc	Br5595_151672	SEDR_default	1177.84	30.9996	SEDR	4015	33538	Visium	0.51666	1.17784	0.396535
729	libd_dlpfc	Br8100_151675	SEDR_default	412.94	39.4089	SEDR	3592	33538	Visium	0.656815	0.41294	0.318308
730	libd_dlpfc	Br5595_151670	SEDR_default	1426.14	29.5683	SEDR	3498	33538	Visium	0.492805	1.4261400000000002	0.297981
731	libd_dlpfc	Br5595_151671	SEDR_default	1255.5	33.2892	SEDR	4110	33538	Visium	0.55482	1.2555	0.32912
732	libd_dlpfc	Br5292_151509	SEDR_default	2360.09	48.7259	SEDR	4789	33538	Visium	0.8120983333333334	2.36009	0.267934
733	libd_dlpfc	Br5292_151510	SEDR_default	1788.79	44.916	SEDR	4634	33538	Visium	0.7485999999999999	1.7887899999999999	0.273064
734	libd_dlpfc	Br8100_151676	SEDR_default	1473.76	47.8508	SEDR	3460	33538	Visium	0.7975133333333333	1.47376	0.0595729
735	libd_dlpfc	Br8100_151673	SEDR_default	1887.46	44.5261	SEDR	3639	33538	Visium	0.7421016666666667	1.8874600000000001	0.286419
736	libd_dlpfc	Br5595_151669	SEDR_default	1864.76	39.9485	SEDR	3661	33538	Visium	0.6658083333333333	1.86476	0.380145
737	libd_dlpfc	Br5292_151508	SEDR_default	1799.87	43.3612	SEDR	4384	33538	Visium	0.7226866666666666	1.7998699999999999	0.342551
738	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	SEDR_default	889.59	123.4754	SEDR	3798	36601	Visium	2.057923333333333	0.88959	0.384067
739	visium_chicken_heart	sample_D4	SEDR_default	163.54	44.5973	SEDR	747	24356	Visium	0.7432883333333333	0.16354	0.484291
740	visium_chicken_heart	sample_D14	SEDR_default	840.74	22.1747	SEDR	1967	24356	Visium	0.36957833333333334	0.84074	0.211714
741	visium_chicken_heart	sample_D7	SEDR_default	1100.97	22.5025	SEDR	1966	24356	Visium	0.37504166666666666	1.10097	0.482738
742	visium_chicken_heart	sample_D10	SEDR_default	889.63	64.948	SEDR	1916	24356	Visium	1.0824666666666665	0.88963	0.573426
743	STARmap_plus	well09	SEDR_default	39247.54	616.0567	SEDR	50603	1022	Starmap+	10.267611666666665	39.24754	0.432112
744	STARmap_plus	well01brain	SEDR_default	19005.07	304.3078	SEDR	29623	1022	Starmap+	5.071796666666667	19.00507	0.416784
745	STARmap_plus	well05	SEDR_default	31592.86	393.7791	SEDR	46184	1022	Starmap+	6.562985	31.59286	0.492493
746	STARmap_plus	well03	SEDR_default	18913.63	323.8861	SEDR	36954	1022	Starmap+	5.398101666666666	18.91363	0.443539
747	STARmap_plus	well08	SEDR_default	46028.75	439.0418	SEDR	48306	1022	Starmap+	7.317363333333334	46.02875	0.569064
748	STARmap_plus	well07	SEDR_default	44023.51	487.0478	SEDR	45268	1022	Starmap+	8.117463333333333	44.02351	0.276764
749	STARmap_plus	well06	SEDR_default	55435.7	731.693	SEDR	58117	1022	Starmap+	12.194883333333333	55.4357	0.231807
750	STARmap_plus	well11	SEDR_default	27670.06	388.558	SEDR	43341	1022	Starmap+	6.475966666666666	27.670060000000003	0.329308
751	STARmap_plus	well10	SEDR_default	75798.16	880.7383	SEDR	63343	1022	Starmap+	14.678971666666666	75.79816000000001	0.300217
752	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	SEDR_default	125178.37	1492.2013	SEDR	90145	500	MERFISH	24.870021666666666	125.17837	0.302114
753	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	SEDR_default	218002.0	2709.7425	SEDR	115779	500	MERFISH	45.162375	218.002	0.296027
754	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	SEDR_default	227773.71	2888.5324	SEDR	112169	500	MERFISH	48.14220666666667	227.77371	0.320354
760	libd_dlpfc	Br5292_151507	SEDR_dlpfc	2153.2	60.8346	SEDR	4226	33538	Visium	1.01391	2.1532	0.308778
761	libd_dlpfc	Br5595_151672	SEDR_dlpfc	2035.91	40.022	SEDR	4015	33538	Visium	0.6670333333333333	2.03591	0.402027
762	libd_dlpfc	Br8100_151675	SEDR_dlpfc	1499.6	51.6994	SEDR	3592	33538	Visium	0.8616566666666666	1.4995999999999998	0.194531
763	libd_dlpfc	Br5595_151670	SEDR_dlpfc	1012.1	56.3484	SEDR	3498	33538	Visium	0.93914	1.0121	0.264534
764	libd_dlpfc	Br5595_151671	SEDR_dlpfc	1147.86	74.9369	SEDR	4110	33538	Visium	1.2489483333333333	1.1478599999999999	0.369438
765	libd_dlpfc	Br5292_151509	SEDR_dlpfc	2436.52	62.3673	SEDR	4789	33538	Visium	1.039455	2.43652	0.252251
766	libd_dlpfc	Br5292_151510	SEDR_dlpfc	2313.83	61.1088	SEDR	4634	33538	Visium	1.01848	2.31383	0.406928
767	libd_dlpfc	Br8100_151676	SEDR_dlpfc	1460.56	67.6183	SEDR	3460	33538	Visium	1.1269716666666667	1.4605599999999999	0.428999
768	libd_dlpfc	Br8100_151673	SEDR_dlpfc	1148.77	42.4012	SEDR	3639	33538	Visium	0.7066866666666667	1.14877	0.22773
769	libd_dlpfc	Br5595_151669	SEDR_dlpfc	1071.32	99.6533	SEDR	3661	33538	Visium	1.6608883333333333	1.0713199999999998	0.339012
770	libd_dlpfc	Br5292_151508	SEDR_dlpfc	2041.06	56.1835	SEDR	4384	33538	Visium	0.9363916666666667	2.04106	0.250136
771	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	SEDR_dlpfc	875.66	122.335	SEDR	3798	36601	Visium	2.0389166666666667	0.87566	0.393673
772	visium_chicken_heart	sample_D4	SEDR_dlpfc	572.55	17.8571	SEDR	747	24356	Visium	0.2976183333333333	0.57255	0.0135461
773	visium_chicken_heart	sample_D14	SEDR_dlpfc	844.98	46.1527	SEDR	1967	24356	Visium	0.7692116666666667	0.8449800000000001	0.185566
774	visium_chicken_heart	sample_D7	SEDR_dlpfc	918.59	36.1404	SEDR	1966	24356	Visium	0.60234	0.91859	0.408823
775	visium_chicken_heart	sample_D10	SEDR_dlpfc	1075.92	38.4637	SEDR	1916	24356	Visium	0.6410616666666668	1.07592	0.403368
776	STARmap_plus	well09	SEDR_dlpfc	39352.33	769.1776	SEDR	50603	1022	Starmap+	12.819626666666666	39.35233	0.438989
777	STARmap_plus	well01brain	SEDR_dlpfc	11863.91	292.4624	SEDR	29623	1022	Starmap+	4.874373333333334	11.86391	0.656741
778	STARmap_plus	well05	SEDR_dlpfc	31766.63	498.4536	SEDR	46184	1022	Starmap+	8.30756	31.76663	0.126188
779	STARmap_plus	well03	SEDR_dlpfc	22436.13	505.2788	SEDR	36954	1022	Starmap+	8.421313333333334	22.436130000000002	0.603576
780	STARmap_plus	well08	SEDR_dlpfc	34766.57	724.6798	SEDR	48306	1022	Starmap+	12.077996666666667	34.76657	0.60714
781	STARmap_plus	well07	SEDR_dlpfc	29837.5	655.3638	SEDR	45268	1022	Starmap+	10.92273	29.8375	0.598204
782	STARmap_plus	well06	SEDR_dlpfc	51483.73	934.0011	SEDR	58117	1022	Starmap+	15.566685	51.48373	0.296222
783	STARmap_plus	well11	SEDR_dlpfc	28539.69	615.5545	SEDR	43341	1022	Starmap+	10.259241666666666	28.53969	0.520052
784	STARmap_plus	well10	SEDR_dlpfc	62253.29	1054.6498	SEDR	63343	1022	Starmap+	17.577496666666665	62.25329	0.386892
785	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	SEDR_dlpfc	167456.95	2170.8632	SEDR	90145	500	MERFISH	36.18105333333333	167.45695	0.603749
786	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	SEDR_dlpfc	289463.88	3075.9837	SEDR	115779	500	MERFISH	51.266395	289.46388	0.339886
787	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	SEDR_dlpfc	205210.66	4103.3	SEDR	112169	500	MERFISH	68.38833333333334	205.21066	0.388228
788	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	SEDR_dlpfc	174591.35	2979.0375	SEDR	104572	500	MERFISH	49.650625	174.59135	0.361562
789	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	SEDR_dlpfc	325394.98	3491.8959	SEDR	120186	500	MERFISH	58.198265	325.39498	0.360867
790	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	SEDR_dlpfc	171212.14	3004.2804	SEDR	99806	500	MERFISH	50.07134	171.21214	0.434384
791	xenium-mouse-brain-SergioSalas	region_main	SEDR_dlpfc	339786.39	4166.3151	SEDR	142991	248	Xenium	69.438585	339.78639000000004	0.333733
792	libd_dlpfc	Br8100_151674	STAGATE_1	1050.03	108.125	STAGATE	3673	33538	Visium	1.8020833333333333	1.05003	0.288283
798	libd_dlpfc	Br5292_151509	STAGATE_1	1358.55	96.5555	STAGATE	4789	33538	Visium	1.6092583333333332	1.35855	0.319171
799	libd_dlpfc	Br5292_151510	STAGATE_1	1311.53	118.6202	STAGATE	4634	33538	Visium	1.9770033333333332	1.3115299999999999	0.430653
800	libd_dlpfc	Br8100_151676	STAGATE_1	1274.78	87.3885	STAGATE	3460	33538	Visium	1.456475	1.27478	0.187368
801	libd_dlpfc	Br8100_151673	STAGATE_1	1212.38	75.8527	STAGATE	3639	33538	Visium	1.2642116666666667	1.21238	0.274256
802	libd_dlpfc	Br5595_151669	STAGATE_1	1328.63	73.4348	STAGATE	3661	33538	Visium	1.2239133333333332	1.3286300000000002	0.690642
803	libd_dlpfc	Br5292_151508	STAGATE_1	1245.0	87.188	STAGATE	4384	33538	Visium	1.4531333333333334	1.245	0.201766
804	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	STAGATE_1	1449.3	209.0847	STAGATE	3798	36601	Visium	3.4847449999999998	1.4493	0.442137
805	visium_chicken_heart	sample_D4	STAGATE_1	883.74	23.8156	STAGATE	747	24356	Visium	0.39692666666666665	0.88374	0.436863
806	visium_chicken_heart	sample_D14	STAGATE_1	1279.24	49.1131	STAGATE	1967	24356	Visium	0.8185516666666667	1.27924	0.234482
807	visium_chicken_heart	sample_D7	STAGATE_1	1175.09	55.0376	STAGATE	1966	24356	Visium	0.9172933333333333	1.17509	0.332236
808	visium_chicken_heart	sample_D10	STAGATE_1	1206.5	40.6519	STAGATE	1916	24356	Visium	0.6775316666666666	1.2065	0.51495
809	STARmap_plus	well09	STAGATE_1	4862.65	558.2325	STAGATE	50603	1022	Starmap+	9.303875	4.8626499999999995	0.409343
810	STARmap_plus	well01brain	STAGATE_1	2200.13	362.4953	STAGATE	29623	1022	Starmap+	6.041588333333333	2.20013	0.0103887
811	STARmap_plus	well05	STAGATE_1	3061.52	539.3665	STAGATE	46184	1022	Starmap+	8.989441666666666	3.06152	0.167748
812	STARmap_plus	well03	STAGATE_1	2358.98	336.0767	STAGATE	36954	1022	Starmap+	5.601278333333334	2.35898	0.398791
813	STARmap_plus	well08	STAGATE_1	4350.69	524.8905	STAGATE	48306	1022	Starmap+	8.748175	4.350689999999999	0.423195
814	STARmap_plus	well07	STAGATE_1	3908.52	581.1548	STAGATE	45268	1022	Starmap+	9.685913333333334	3.9085199999999998	0.536789
815	STARmap_plus	well06	STAGATE_1	4063.0	738.3057	STAGATE	58117	1022	Starmap+	12.305095	4.063	0.628609
816	STARmap_plus	well11	STAGATE_1	2752.16	525.9506	STAGATE	43341	1022	Starmap+	8.765843333333333	2.75216	0.20241
817	STARmap_plus	well10	STAGATE_1	6119.57	977.6458	STAGATE	63343	1022	Starmap+	16.29409666666667	6.1195699999999995	0.613027
818	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	STAGATE_1	80992.02	10637.8442	STAGATE	90145	500	MERFISH	177.29740333333334	80.99202000000001	0.60829
819	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	STAGATE_1	130687.65	13759.8008	STAGATE	115779	500	MERFISH	229.33001333333334	130.68765	0.657566
820	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	STAGATE_1	128082.4	13216.5204	STAGATE	112169	500	MERFISH	220.27534	128.0824	0.293908
821	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	STAGATE_1	108895.4	13950.5571	STAGATE	104572	500	MERFISH	232.509285	108.8954	0.52364
822	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	STAGATE_1	138254.46	18277.2087	STAGATE	120186	500	MERFISH	304.620145	138.25446	0.386198
823	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	STAGATE_1	103937.52	10514.235	STAGATE	99806	500	MERFISH	175.23725000000002	103.93752	0.618793
824	xenium-mouse-brain-SergioSalas	region_main	STAGATE_1	201628.91	15647.5664	STAGATE	142991	248	Xenium	260.79277333333334	201.62891	0.383139
825	libd_dlpfc	Br8100_151674	STAGATE_default	1152.05	84.4048	STAGATE	3673	33538	Visium	1.4067466666666666	1.15205	0.406954
826	libd_dlpfc	Br5292_151507	STAGATE_default	1187.6	111.4606	STAGATE	4226	33538	Visium	1.8576766666666666	1.1876	0.339618
827	libd_dlpfc	Br5595_151672	STAGATE_default	1180.68	85.7141	STAGATE	4015	33538	Visium	1.4285683333333334	1.1806800000000002	0.325239
828	libd_dlpfc	Br8100_151675	STAGATE_default	1242.96	103.3947	STAGATE	3592	33538	Visium	1.723245	1.24296	0.429373
829	libd_dlpfc	Br5595_151670	STAGATE_default	1260.44	94.7886	STAGATE	3498	33538	Visium	1.57981	1.26044	0.364932
830	libd_dlpfc	Br5595_151671	STAGATE_default	1463.35	88.7311	STAGATE	4110	33538	Visium	1.4788516666666667	1.46335	0.405777
836	libd_dlpfc	Br5292_151508	STAGATE_default	1217.66	134.8052	STAGATE	4384	33538	Visium	2.2467533333333334	1.2176600000000002	0.284348
837	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	STAGATE_default	1483.6	204.9965	STAGATE	3798	36601	Visium	3.4166083333333335	1.4835999999999998	0.382358
838	visium_chicken_heart	sample_D4	STAGATE_default	857.19	25.2921	STAGATE	747	24356	Visium	0.42153500000000005	0.85719	0.144785
839	visium_chicken_heart	sample_D14	STAGATE_default	1266.43	47.91	STAGATE	1967	24356	Visium	0.7985	1.2664300000000002	0.258848
840	visium_chicken_heart	sample_D7	STAGATE_default	1211.77	57.0466	STAGATE	1966	24356	Visium	0.9507766666666666	1.21177	0.523874
841	visium_chicken_heart	sample_D10	STAGATE_default	1414.82	45.5584	STAGATE	1916	24356	Visium	0.7593066666666667	1.41482	0.106928
842	STARmap_plus	well09	STAGATE_default	4089.66	514.0436	STAGATE	50603	1022	Starmap+	8.567393333333333	4.08966	0.316949
843	STARmap_plus	well01brain	STAGATE_default	2189.44	349.2629	STAGATE	29623	1022	Starmap+	5.821048333333334	2.1894400000000003	0.313104
844	STARmap_plus	well05	STAGATE_default	3148.17	549.0695	STAGATE	46184	1022	Starmap+	9.151158333333333	3.14817	0.237347
845	STARmap_plus	well03	STAGATE_default	2394.27	340.1106	STAGATE	36954	1022	Starmap+	5.6685099999999995	2.39427	0.275247
846	STARmap_plus	well08	STAGATE_default	4228.04	502.8082	STAGATE	48306	1022	Starmap+	8.380136666666667	4.22804	0.265437
847	STARmap_plus	well07	STAGATE_default	3502.61	565.4118	STAGATE	45268	1022	Starmap+	9.42353	3.5026100000000002	0.252079
848	STARmap_plus	well06	STAGATE_default	4590.97	583.2767	STAGATE	58117	1022	Starmap+	9.721278333333334	4.59097	0.0497036
849	STARmap_plus	well11	STAGATE_default	3054.98	459.2284	STAGATE	43341	1022	Starmap+	7.653806666666667	3.05498	0.248544
850	STARmap_plus	well10	STAGATE_default	6064.97	735.4301	STAGATE	63343	1022	Starmap+	12.257168333333334	6.064970000000001	0.414726
851	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	STAGATE_default	81163.04	8009.8114	STAGATE	90145	500	MERFISH	133.49685666666667	81.16304	0.338259
852	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	STAGATE_default	130654.98	13667.7287	STAGATE	115779	500	MERFISH	227.79547833333334	130.65498	0.445392
853	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	STAGATE_default	128049.71	18084.4877	STAGATE	112169	500	MERFISH	301.40812833333337	128.04971	0.546086
854	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	STAGATE_default	108769.5	14598.0901	STAGATE	104572	500	MERFISH	243.30150166666667	108.7695	0.170558
855	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	STAGATE_default	138357.66	14063.2196	STAGATE	120186	500	MERFISH	234.38699333333335	138.35766	0.671736
856	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	STAGATE_default	103845.09	13984.0984	STAGATE	99806	500	MERFISH	233.06830666666667	103.84509	0.416189
857	xenium-mouse-brain-SergioSalas	region_main	STAGATE_default	201523.34	14864.6846	STAGATE	142991	248	Xenium	247.74474333333333	201.52334	0.34009
858	libd_dlpfc	Br8100_151674	STAGATE_slide_stereo	1196.14	87.2279	STAGATE	3673	33538	Visium	1.4537983333333335	1.1961400000000002	0.597235
859	libd_dlpfc	Br5292_151507	STAGATE_slide_stereo	1212.87	90.112	STAGATE	4226	33538	Visium	1.5018666666666667	1.21287	0.640391
860	libd_dlpfc	Br5595_151672	STAGATE_slide_stereo	1309.06	71.3413	STAGATE	4015	33538	Visium	1.1890216666666666	1.30906	0.632984
861	libd_dlpfc	Br8100_151675	STAGATE_slide_stereo	1156.71	80.3662	STAGATE	3592	33538	Visium	1.3394366666666668	1.1567100000000001	0.494141
862	libd_dlpfc	Br5595_151670	STAGATE_slide_stereo	1216.62	64.9524	STAGATE	3498	33538	Visium	1.08254	1.2166199999999998	0.293529
863	libd_dlpfc	Br5595_151671	STAGATE_slide_stereo	1224.21	78.4897	STAGATE	4110	33538	Visium	1.3081616666666667	1.22421	0.306669
864	libd_dlpfc	Br5292_151509	STAGATE_slide_stereo	1260.99	108.2747	STAGATE	4789	33538	Visium	1.8045783333333332	1.26099	0.274047
865	libd_dlpfc	Br5292_151510	STAGATE_slide_stereo	1369.67	99.7627	STAGATE	4634	33538	Visium	1.6627116666666666	1.3696700000000002	0.294354
866	libd_dlpfc	Br8100_151676	STAGATE_slide_stereo	1220.79	135.5439	STAGATE	3460	33538	Visium	2.259065	1.22079	0.30947
867	libd_dlpfc	Br8100_151673	STAGATE_slide_stereo	1122.45	67.3406	STAGATE	3639	33538	Visium	1.1223433333333332	1.12245	0.278875
868	libd_dlpfc	Br5595_151669	STAGATE_slide_stereo	1293.28	94.3183	STAGATE	3661	33538	Visium	1.5719716666666665	1.29328	0.356735
874	visium_chicken_heart	sample_D10	STAGATE_slide_stereo	1291.48	43.8746	STAGATE	1916	24356	Visium	0.7312433333333334	1.29148	0.281203
875	STARmap_plus	well09	STAGATE_slide_stereo	2082.73	445.2605	STAGATE	50603	1022	Starmap+	7.421008333333333	2.08273	0.374103
876	STARmap_plus	well01brain	STAGATE_slide_stereo	1486.23	321.4481	STAGATE	29623	1022	Starmap+	5.357468333333333	1.48623	0.12587
877	STARmap_plus	well05	STAGATE_slide_stereo	2062.37	424.6025	STAGATE	46184	1022	Starmap+	7.076708333333333	2.06237	0.224865
878	STARmap_plus	well03	STAGATE_slide_stereo	1411.64	322.1724	STAGATE	36954	1022	Starmap+	5.36954	1.41164	0.352537
879	STARmap_plus	well08	STAGATE_slide_stereo	2041.97	377.5973	STAGATE	48306	1022	Starmap+	6.293288333333334	2.04197	0.263882
880	STARmap_plus	well07	STAGATE_slide_stereo	1946.35	339.1814	STAGATE	45268	1022	Starmap+	5.6530233333333335	1.9463499999999998	0.351544
881	STARmap_plus	well06	STAGATE_slide_stereo	2273.71	418.0695	STAGATE	58117	1022	Starmap+	6.967825	2.27371	0.324297
882	STARmap_plus	well11	STAGATE_slide_stereo	1926.41	314.385	STAGATE	43341	1022	Starmap+	5.23975	1.9264100000000002	0.244149
883	STARmap_plus	well10	STAGATE_slide_stereo	2412.88	489.7119	STAGATE	63343	1022	Starmap+	8.161865	2.41288	0.241249
884	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	STAGATE_slide_stereo	13106.62	1900.4904	STAGATE	90145	500	MERFISH	31.67484	13.106620000000001	0.330528
885	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	STAGATE_slide_stereo	19479.62	2951.4286	STAGATE	115779	500	MERFISH	49.19047666666667	19.47962	0.330036
886	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	STAGATE_slide_stereo	17545.53	3061.0544	STAGATE	112169	500	MERFISH	51.01757333333333	17.54553	0.0122975
887	abc_atlas_wmb_thalamus	C57BL6J-638850_7200	STAGATE_slide_stereo	16441.86	2600.0521	STAGATE	104572	500	MERFISH	43.334201666666665	16.441860000000002	0.326325
888	abc_atlas_wmb_thalamus	C57BL6J-638850_6800	STAGATE_slide_stereo	20203.92	2880.8715	STAGATE	120186	500	MERFISH	48.014525000000006	20.203919999999997	0.343388
889	abc_atlas_wmb_thalamus	C57BL6J-638850_7800	STAGATE_slide_stereo	15390.95	1756.0715	STAGATE	99806	500	MERFISH	29.267858333333333	15.39095	0.398404
890	xenium-mouse-brain-SergioSalas	region_main	STAGATE_slide_stereo	28706.46	2084.9447	STAGATE	142991	248	Xenium	34.74907833333334	28.70646	0.456533
891	libd_dlpfc	Br8100_151674	STAGATE_starmap	1611.46	148.2165	STAGATE	3673	33538	Visium	2.470275	1.6114600000000001	0.65987
892	libd_dlpfc	Br5292_151507	STAGATE_starmap	1756.04	124.9086	STAGATE	4226	33538	Visium	2.08181	1.75604	0.131651
893	libd_dlpfc	Br5595_151672	STAGATE_starmap	1692.21	148.5871	STAGATE	4015	33538	Visium	2.4764516666666667	1.69221	0.573346
894	libd_dlpfc	Br8100_151675	STAGATE_starmap	1578.27	142.0925	STAGATE	3592	33538	Visium	2.3682083333333335	1.57827	0.504619
895	libd_dlpfc	Br5595_151670	STAGATE_starmap	1495.5	152.7117	STAGATE	3498	33538	Visium	2.545195	1.4955	0.64925
896	libd_dlpfc	Br5595_151671	STAGATE_starmap	1741.31	155.178	STAGATE	4110	33538	Visium	2.5863	1.74131	0.508087
897	libd_dlpfc	Br5292_151509	STAGATE_starmap	1869.76	184.4768	STAGATE	4789	33538	Visium	3.074613333333333	1.86976	0.522133
898	libd_dlpfc	Br5292_151510	STAGATE_starmap	2001.38	176.2203	STAGATE	4634	33538	Visium	2.937005	2.00138	0.540183
899	libd_dlpfc	Br8100_151676	STAGATE_starmap	1650.3	163.5351	STAGATE	3460	33538	Visium	2.725585	1.6502999999999999	0.664946
900	libd_dlpfc	Br8100_151673	STAGATE_starmap	1663.05	169.665	STAGATE	3639	33538	Visium	2.82775	1.66305	0.363974
901	libd_dlpfc	Br5595_151669	STAGATE_starmap	1470.32	137.9324	STAGATE	3661	33538	Visium	2.2988733333333333	1.4703199999999998	0.280266
902	libd_dlpfc	Br5292_151508	STAGATE_starmap	1806.74	131.7083	STAGATE	4384	33538	Visium	2.1951383333333334	1.80674	0.321311
903	visium_breast_cancer_SEDR	visium_breast_cancer_SEDR	STAGATE_starmap	1447.98	211.2318	STAGATE	3798	36601	Visium	3.52053	1.44798	0.32184
904	visium_chicken_heart	sample_D4	STAGATE_starmap	912.48	29.4734	STAGATE	747	24356	Visium	0.49122333333333335	0.9124800000000001	0.397809
905	visium_chicken_heart	sample_D14	STAGATE_starmap	1357.82	72.0349	STAGATE	1967	24356	Visium	1.2005816666666667	1.35782	0.32249
906	visium_chicken_heart	sample_D7	STAGATE_starmap	1433.02	50.0234	STAGATE	1966	24356	Visium	0.8337233333333334	1.43302	0.360225
912	STARmap_plus	well08	STAGATE_starmap	22074.63	1859.3203	STAGATE	48306	1022	Starmap+	30.98867166666667	22.074630000000003	0.312364
913	STARmap_plus	well07	STAGATE_starmap	16465.96	1219.002	STAGATE	45268	1022	Starmap+	20.3167	16.46596	0.384949
914	STARmap_plus	well06	STAGATE_starmap	19166.51	1333.1039	STAGATE	58117	1022	Starmap+	22.218398333333333	19.16651	0.147444
915	STARmap_plus	well11	STAGATE_starmap	11284.04	818.5252	STAGATE	43341	1022	Starmap+	13.642086666666668	11.284040000000001	0.242035
916	STARmap_plus	well10	STAGATE_starmap	35658.71	2840.3389	STAGATE	63343	1022	Starmap+	47.33898166666667	35.65871	0.634767
917	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	STAGATE_starmap	493908.23	67133.3232	STAGATE	90145	500	MERFISH	1118.88872	493.90823	0.313731
924	libd_dlpfc	Br8100_151674	SpaceFlow_1	1371.55	271.4478	SpaceFlow	3673	33538	Visium	4.5241299999999995	1.37155	0.0171467
925	libd_dlpfc	Br5292_151507	SpaceFlow_1	1386.54	135.9229	SpaceFlow	4226	33538	Visium	2.265381666666667	1.3865399999999999	0.182499
926	libd_dlpfc	Br5595_151672	SpaceFlow_1	1304.25	151.3391	SpaceFlow	4015	33538	Visium	2.522318333333333	1.30425	0.409076
927	libd_dlpfc	Br8100_151675	SpaceFlow_1	1391.5	331.8076	SpaceFlow	3592	33538	Visium	5.530126666666666	1.3915	0.372463
928	libd_dlpfc	Br5595_151670	SpaceFlow_1	1539.11	143.3127	SpaceFlow	3498	33538	Visium	2.388545	1.53911	0.541304
929	libd_dlpfc	Br5595_151671	SpaceFlow_1	1394.68	522.7323	SpaceFlow	4110	33538	Visium	8.712205	1.3946800000000001	0.649761
